Month	avg_cost_coal	avg_cost_ng	avg_cost_pc	avg_cost_pl	revenue_all	revenue_commerical	revenue_ind	revenue_other	revenue_residential	revenue_trans	consumption_coal	consumption_ng	consumption_pc	consumption_pl
2007-04-01					2299.81247	1099.65611	364.99944	0.0	829.7749200000001	5.382000000000001	71.851	50513.038	56.191	40.354
2007-05-01					2592.049	1245.64571	417.38439	0.0	923.91344	5.10546	64.373	55662.612	52.992	13.866
2007-06-01					3010.51618	1509.1159400000001	459.45754000000005	0.0	1036.2693800000002	5.6733199999999995	83.61399999999999	68901.792	64.18	25.666999999999998
2007-07-01					3520.76559	1719.36136	487.36995999999994	0.0	1307.6558699999998	6.3784	83.91	94285.701	66.82600000000001	18.903
2007-08-01					3627.23079	1718.98295	511.42342	0.0	1390.6624	6.16202	92.04700000000001	105147.54699999999	67.045	30.61
2007-09-01					3458.06646	1599.15066	501.87374000000005	0.0	1350.66803	6.37403	84.84	78587.791	64.378	9.052999999999999
2007-10-01					2859.15719	1485.63708	480.26808	0.0	886.85778	6.39425	82.053	75091.391	56.826	21.344
2007-11-01					2485.1449	1173.1119099999999	396.51052000000004	0.0	909.8566699999999	5.6658	78.82300000000001	69765.838	59.169	9.54
2007-12-01					2517.17985	1083.21964	365.85719	0.0	1062.41849	5.68454	84.87299999999999	76273.906	59.251000000000005	20.81
2008-01-01		7.66	46.48	118.64	2612.35	1075.50296	353.72745	0.0	1177.33679	5.7828	90.337	75456.11200000001	56.022	13.5
2008-02-01		8.4	53.45	119.38333333333334	2306.7123100000003	999.97104	342.4454	0.0	958.7624	5.53348	63.111000000000004	61883.929000000004	52.201	24.219
2008-03-01		9.23	54.27	120.12666666666667	2283.10986	1039.51979	365.56768999999997	0.0	872.5578300000001	5.46455	66.405	58875.843	50.714	30.653000000000002
2008-04-01		9.91	51.9	120.87	2287.05689	1086.32274	370.40313	0.0	824.76071	5.57032	90.00399999999999	68652.542	54.126999999999995	40.045
2008-05-01		10.47	54.25	121.61333333333333	2514.71127	1219.6520699999999	419.83788	0.0	869.7226900000001	5.49863	50.46	54823.788	41.88399999999999	18.61
2008-06-01	66.41	11.5	56.31	122.35666666666667	3050.03396	1518.2717400000001	479.33172	0.0	1046.5656199999999	5.86487	82.652	61084.759000000005	48.27	11.897
2008-07-01	71.22	10.92	57.64	123.1	3580.3798100000004	1701.8375800000001	528.4737	0.0	1344.05181	6.01671	92.986	79246.866	49.925	9.214
2008-08-01	69.5	8.25	75.31	123.84333333333333	3490.9289200000003	1656.30553	525.1578	0.0	1302.49838	6.967210000000001	95.837	93648.66699999999	48.105	9.103
2008-09-01	67.78	6.55	67.97	124.58666666666666	3407.73842	1637.2578	501.65194	0.0	1262.4203	6.40838	91.694	83544.695	48.623000000000005	17.238
2008-10-01	66.06	5.73	63.86	125.33	2932.54453	1453.07317	468.85504000000003	0.0	1004.43605	6.18027	91.09100000000001	77850.204	45.256	7.278
2008-11-01	64.34	5.41	60.97	101.69	2418.08701	1152.1114400000001	411.29535	0.0	849.13025	5.54997	86.445	68313.812	55.974	10.673
2008-12-01	62.62	6.06	55.88	76.95	2613.09912	1144.4035800000001	380.35591	0.0	1082.48169	5.85794	91.755	74486.23599999999	59.949	17.177
2009-01-01	63.17055555555555	5.47	60.02	78.26666666666667	2582.66444	1061.36769	340.65307	0.0	1174.8326	5.8110800000000005	88.021	66134.977	52.79600000000001	7.997000000000001
2009-02-01	63.72111111111111	4.67	54.25	79.58333333333334	2340.03441	1051.3356	344.36039	0.0	939.03714	5.30129	79.155	59822.344000000005	46.728	7.678999999999999
2009-03-01	64.27166666666666	4.29	45.955	80.9	2422.3604800000003	1101.27985	343.53038	0.0	972.04426	5.50599	65.209	55354.512	44.888000000000005	8.186
2009-04-01	64.82222222222222	3.91	37.66	82.21666666666667	2432.72661	1153.7948900000001	383.01116	0.0	890.64779	5.2727699999999995	73.767	49661.081	47.744	10.296
2009-05-01	65.37277777777777	3.99	42.379999999999995	83.53333333333333	2614.15428	1264.7944699999998	396.03952999999996	0.0	947.85459	5.4657	66.51100000000001	51598.042	44.99100000000001	11.957
2009-06-01	65.92333333333333	3.76	47.1	84.85000000000001	3112.776	1583.25517	468.75579000000005	0.0	1054.88993	5.87512	75.059	46106.97900000001	50.968999999999994	11.568
2009-07-01	66.4738888888889	3.98	47.53	86.16666666666667	3661.2284200000004	1774.6995600000002	518.78038	0.0	1361.00358	6.7449	66.506	87393.479	54.775	13.185
2009-08-01	67.02444444444444	3.93	53.6	87.48333333333333	3680.68851	1731.67529	518.41864	0.0	1424.05795	6.536630000000001	65.725	89115.446	48.742	14.573
2009-09-01	67.575	3.77	41.06	88.8	3659.83024	1738.28367	511.54277	0.0	1403.74616	6.25764	72.229	96365.543	49.568000000000005	23.374000000000002
2009-10-01	68.12555555555555	4.78	45.78	90.11666666666667	3006.7210800000003	1471.79182	475.85025	0.0	1052.767	6.31201	77.45	71254.818	47.882	15.225999999999999
2009-11-01	68.67611111111111	5.01	39.1	91.43333333333334	2176.60451	1007.3905800000001	333.20297	0.0	830.21426	5.7967	75.584	63515.255	48.675	13.283
2009-12-01	69.22666666666666	5.88	48.07	92.75	2679.31721	1134.99496	351.20205	0.0	1187.5058800000002	5.614319999999999	73.71600000000001	72605.64	50.596000000000004	16.469
2010-01-01	69.77722222222222	6.49	48.94	94.06666666666666	2489.0439	1016.35185	309.17792000000003	0.0	1158.05811	5.45602	81.455	66583.144	39.311	7.934
2010-02-01	70.32777777777778	6.08	52.59	95.38333333333334	2252.72244	978.4882699999999	311.7591	0.0	957.3798699999999	5.0951900000000006	81.848	60736.825	35.204	9.576
2010-03-01	70.87833333333333	5.37	59.78	96.7	2539.87788	1126.3709099999999	359.79483999999997	0.0	1048.07303	5.6391	50.217	65508.919	40.599000000000004	8.573
2010-04-01	71.42888888888889	4.77	61.32	99.23	2389.04434	1131.7807599999999	357.61811	0.0	894.33962	5.30584	70.322	54720.878	34.05	6.829
2010-05-01	71.97944444444445	4.835	61.57	101.76	2407.4290100000003	1155.90855	372.55897999999996	0.0	873.64725	5.31423	73.449	39235.991	34.599000000000004	5.337000000000001
2010-06-01	72.53	4.9	58.17	100.4	3066.29562	1560.6848400000001	459.80382000000003	0.0	1040.18961	5.61735	76.145	37084.709	38.867	14.812000000000001
2010-07-01	72.63	5.0	63.163333333333334	99.04	3398.51989	1686.0181300000002	488.61580999999995	0.0	1217.81279	6.073169999999999	79.98899999999999	64050.878	32.815	8.502
2010-08-01	72.28	4.66	68.15666666666667	99.85	3504.6026899999997	1719.8818600000002	490.9581	0.0	1287.3384199999998	6.42431	73.641	76274.58	34.834	5.388999999999999
2010-09-01	72.67222222222222	4.33	73.15	114.475	3436.50011	1713.8795	490.86689	0.0	1225.28919	6.464519999999999	79.815	69752.197	34.853	8.889
2010-10-01	73.06444444444445	4.32	65.815	129.1	2946.6511600000003	1439.8431	458.48239	0.0	1042.55538	5.77029	79.541	76902.356	34.968	15.497
2010-11-01	73.45666666666666	4.36	58.48	120.49333333333333	2491.6894199999997	1174.44493	375.16534	0.0	936.87469	5.20447	62.492	64943.749	38.446	7.3420000000000005
2010-12-01	73.8488888888889	4.92	69.17	111.88666666666666	2714.2528	1159.86238	356.82198999999997	0.0	1192.00709	5.56135	83.21600000000001	60297.428	33.124	12.448
2011-01-01	74.24111111111111	4.87	74.71666666666667	103.28	2605.6734699999997	1069.4374300000002	341.41125	0.0	1189.13781	5.68699	93.479	51610.320999999996	26.055999999999997	5.05365
2011-02-01	74.63333333333334	4.77	80.26333333333334	94.67333333333333	2337.4910600000003	1043.31177	342.05397	0.0	947.07433	5.0509900000000005	75.692	51394.206	29.221999999999998	6.3015
2011-03-01	75.02555555555556	4.54	85.81	86.06666666666666	2562.8546300000003	1135.20357	366.22843	0.0	1056.0013099999999	5.42132	66.586	41357.242	37.823	7.01602
2011-04-01	75.41777777777779	4.88	83.57	77.46000000000001	2345.80431	1084.6106300000001	372.30563	0.0	883.80791	5.0801300000000005	70.255	35375.384	32.525	4.17365
2011-05-01	75.81	4.96	89.62	68.85333333333334	2551.6871100000003	1252.35602	393.30102999999997	0.0	900.66696	5.3631	70.899	30546.195	34.123000000000005	4.9317400000000005
2011-06-01	72.3640909090909	5.07	89.28	60.24666666666667	3041.6204199999997	1558.84075	469.88004000000006	0.0	1007.38125	5.5183800000000005	64.881	34435.901	32.111999999999995	5.159
2011-07-01	68.91818181818182	5.06	88.94	51.64	3419.2916200000004	1640.73191	486.5972	0.0	1285.73324	6.22928	69.91199999999999	56667.648	37.532	7.285760000000001
2011-08-01	65.47227272727272	4.9	84.71	43.03333333333333	3710.9332700000004	1794.1466300000002	534.25307	0.0	1376.24764	6.28594	65.283	69261.433	35.3	8.30425
2011-09-01	62.02636363636364	4.75	79.34	34.42666666666668	3511.99256	1696.84412	503.04652999999996	0.0	1306.01465	6.08726	59.826	69651.242	28.820999999999998	17.40948
2011-10-01	58.58045454545454	4.46	87.32	25.820000000000007	2923.41786	1437.71935	475.80661	0.0	1004.0277199999999	5.86417	68.283	54480.865	30.748	5.08893
2011-11-01	55.13454545454546	4.34	82.19	17.21333333333334	2559.16313	1193.44526	400.38599	0.0	959.86507	5.4668	46.726000000000006	53507.706	22.086	5.80715
2011-12-01	51.68863636363636	4.21	77.06	8.606666666666683	2622.7854199999997	1111.40691	361.19768	0.0	1144.98761	5.193219999999999	59.678000000000004	68275.836	23.174	5.312
2012-01-01	48.24272727272728	3.81	57.795	0.0	2660.93402	1104.99702	324.7158	0.0	1227.04875	4.17245	60.287	65556.392	26.206	4.289
2012-02-01	44.79681818181818	3.58	38.53	0.0	2374.49412	1060.05309	331.25529	0.0	979.31156	3.87419	59.108999999999995	65298.761	15.305	9.31
2012-03-01	41.35090909090909	3.19	19.265	165.33	2484.47265	1122.00555	350.58864	0.0	1007.78534	4.09313	57.479	63258.40900000001	8.0495	5.1669599999999996
2012-04-01	37.905	3.05	0.0	0.0	2344.5565300000003	1072.56429	353.89669	0.0	914.0207	4.07486	46.351000000000006	59439.288	0.794	14.27915
2012-05-01	34.45909090909091	3.17	0.0	153.2	2651.59039	1269.8310800000002	389.68697000000003	0.0	988.25545	3.8169	25.180999999999997	59554.117	0.7057777777777778	6.28815
2012-06-01	31.01318181818182	3.4	0.0	0.0	3230.37075	1636.34997	451.79705	0.0	1138.2843599999999	3.93937	47.611999999999995	62632.389	0.6175555555555556	10.852310000000001
2012-07-01	27.56727272727273	3.63	0.0	0.0	3327.47889	1600.5539099999999	484.41400999999996	0.0	1238.23721	4.27375	50.004	73811.646	0.5293333333333333	5.43365
2012-08-01	24.12136363636364	3.63	0.0	0.0	3987.4853799999996	1848.17924	524.81737	0.0	1610.0087800000001	4.48	54.163000000000004	101387.936	0.4411111111111111	7.3013699999999995
2012-09-01	20.67545454545455	3.7	0.0	0.0	3741.1057100000003	1746.3842300000001	495.10394	0.0	1495.09052	4.52703	50.283	89558.213	0.3528888888888889	7.737019999999999
2012-10-01	17.22954545454546	4.16	0.0	154.29	3164.1427	1529.34195	465.78462	0.0	1164.65655	4.35958	38.113	82059.796	0.2646666666666666	11.13165
2012-11-01	13.783636363636369	4.41	0.0	148.45	2579.5018	1225.07953	397.8711	0.0	952.8484300000001	3.70275	16.889	68921.573	0.1764444444444444	4.90465
2012-12-01	10.337727272727278	4.35	0.0	146.16	2577.17282	1111.82407	355.55052	0.0	1106.0177199999998	3.78051	33.968	63863.155	0.0882222222222222	6.44965
2013-01-01	6.891818181818181	4.23	0.0	0.0	2870.35427	1101.59284	380.54927999999995	0.0	1382.81331	5.39885	17.512	65611.019	0.0	5.36395
2013-02-01	3.4459090909090975	4.23	0.0	0.0	2494.71179	1069.6540699999998	381.13583	0.0	1038.74892	5.172969999999999	16.732	60459.617999999995	0.0	4.78865
2013-03-01	0.0	4.47	0.0	0.0	2546.4930600000002	1122.4211300000002	401.32454	0.0	1016.9331400000001	5.81425	0.0	58409.919	0.0	5.49684
2013-04-01	0.0	4.82	0.0	0.0	2516.3337100000003	1170.32409	419.72887000000003	0.0	921.08501	5.19574	17.964000000000002	50993.018	0.0	10.23333
2013-05-01	0.0	4.6850000000000005	0.0	0.0	2942.25319	1363.15681	521.4508599999999	0.0	1051.5190599999999	6.126469999999999	13.012	54819.653	1.242	8.46809
2013-06-01	0.0	4.55	0.0	0.0	3481.9975600000002	1630.36435	624.54428	0.0	1220.8780199999999	6.21091	47.236999999999995	64712.59	2.591	5.8834800000000005
2013-07-01	0.0	4.45	0.0	0.0	4046.3841799999996	1791.3894100000002	690.81709	0.0	1557.3347	6.842980000000001	48.70399999999999	82591.90299999999	1.5930000000000002	6.85611
2013-08-01	0.0	4.29	0.0	0.0	3938.13415	1837.4094	673.05042	0.0	1420.6052	7.069139999999999	48.568999999999996	83178.844	1.901	8.33084
2013-09-01	0.0	4.44	0.0	0.0	3804.84679	1647.20948	631.9695	0.0	1520.60881	5.05901	40.433	83419.959	1.7730000000000001	7.835139999999999
2013-10-01	0.0	4.45	0.0	0.0	3242.4261699999997	1498.84213	600.91917	0.0	1136.9760800000001	5.68879	9.241	69868.955	0.4	5.35254
2013-11-01	0.0	4.47	0.0	0.0	2663.64797	1196.94358	489.45994	0.0	971.01754	6.22692	0.0	69803.291	0.0	6.02795
2013-12-01	0.0	5.16	0.0	0.0	2824.72507	1168.54377	407.11582999999996	0.0	1242.5344599999999	6.53101	0.0	81843.838	0.0	8.14542
2014-01-01	0.0	5.24	0.0	0.0	2915.6244	1231.8513599999999	389.78942	0.0	1287.8808	6.10281	0.0	72448.147	0.0	11.469430000000001
2014-02-01	0.0	6.86	0.0	0.0	2556.79408	1151.7761699999999	391.30953999999997	0.0	1008.28825	5.42012	0.0	68285.09	0.0	4.57864
2014-03-01	0.0	5.81	0.0	0.0	2582.0124600000004	1209.62703	391.26029	0.0	975.82389	5.30124	29.660999999999998	58980.168	0.0	5.35388
2014-04-01	0.0	5.4	0.0	0.0	2330.59982	1261.76209	440.84163	0.0	622.0522	5.94391	35.071	56546.022000000004	0.0	6.43056
2014-05-01	0.0	5.47	0.0	0.0	2997.29378	1425.9488900000001	512.33256	0.0	1052.9041300000001	6.1081900000000005	17.815	57045.682	0.9940000000000001	7.7545
2014-06-01	0.0	5.44	0.0	0.0	3619.11604	1690.6575300000002	638.89265	0.0	1283.41045	6.15541	46.353	56205.437000000005	2.191	6.92939
2014-07-01	0.0	5.07	0.0	0.0	4371.19903	1998.96873	745.74063	0.0	1619.1883	7.30138	48.858999999999995	80285.053	1.629	8.756860000000001
2014-08-01	0.0	4.81	0.0	0.0	4361.00137	1959.79095	710.1877900000001	0.0	1684.25978	6.76285	45.255	82009.47099999999	2.003	7.52124
2014-09-01	0.0	4.81	0.0	0.0	4416.9928899999995	2053.80412	703.15527	0.0	1653.28892	6.74459	43.358999999999995	86626.26400000001	1.699	11.72317
2014-10-01	0.0	4.62	0.0	0.0	3716.8415299999997	1943.57318	673.52579	0.0	1093.07116	6.6714	11.06	85776.381	0.009000000000000001	9.21536
2014-11-01	0.0	4.86	0.0	0.0	2830.7898800000003	1338.78772	488.27985	0.0	998.4536400000001	5.26866	0.42200000000000004	61219.037000000004	0.0	5.40055
2014-12-01	0.0	4.7	0.0	0.0	3082.06046	1396.68285	440.36225	0.0	1238.7712800000002	6.24409	0.0	66095.36	0.0	8.13337
2015-01-01	0.0	4.215	0.0	0.0	2973.87824	1259.24263	387.79065	0.0	1321.60987	5.23508	0.0	62815.61	0.0	10.372010000000001
2015-02-01	0.0	3.73	0.0	0.0	2606.6973399999997	1171.17112	383.90963999999997	0.0	1045.13219	6.48439	0.0	46537.062000000005	0.0	5.3079
2015-03-01	0.0	3.5	0.0	0.0	2829.9070100000004	1313.37225	420.55821	0.0	1090.39492	5.5816300000000005	0.0	54168.439000000006	0.0	4.892119999999999
2015-04-01	0.0	3.475	0.0	0.0	2529.7913	1312.8404699999999	461.14355	0.0	749.2142299999999	6.59306	0.0	52670.905999999995	0.0	9.7714
2015-05-01	0.0	3.45	0.0	0.0	2869.76596	1342.26381	497.00277	0.0	1025.06755	5.431830000000001	0.0	50950.93	0.0	17.83245
2015-06-01	0.0	3.52	0.0	0.0	3560.8788	1693.1806600000002	627.3158400000001	0.0	1234.37758	6.00471	0.0	73308.817	0.0	17.28792
2015-07-01	0.0	3.54	0.0	0.0	4361.73164	1998.1717600000002	711.39333	0.0	1645.0525699999998	7.113980000000001	0.0	83645.461	0.0	8.34953
2015-08-01	0.0	3.53	0.0	0.0	4221.3059299999995	1914.47826	684.1997299999999	0.0	1616.26911	6.35883	0.0	88849.75300000001	0.0	9.60324
2015-09-01	0.0	3.29	0.0	0.0	4434.88566	2018.1182199999998	672.03209	0.0	1738.02832	6.7070300000000005	0.0	87498.43	0.0	16.09383
2015-10-01	0.0	3.19	0.0	0.0	3801.0548700000004	1885.4861600000002	649.11733	0.0	1259.08177	7.369610000000001	0.0	83347.307	0.0	13.30734
2015-11-01	0.0	2.95	0.0	0.0	2988.4940699999997	1382.94527	485.10925	0.0	1115.0239	5.41566	0.0	59143.706	0.0	6.77963
2015-12-01	0.0	2.96	0.0	0.0	3106.1897	1335.8099	414.75557000000003	0.0	1348.57449	7.049739999999999	0.0	62996.46400000001	0.0	12.35258
2016-01-01	0.0	3.02	0.0	0.0	2951.8117399999996	1204.31705	358.0375	0.0	1383.8192	5.637980000000001	0.0	60932.085	0.0	6.30457
2016-02-01	0.0	2.8	0.0	0.0	2687.60563	1181.05293	354.63254	0.0	1146.00683	5.91333	0.0	48598.880999999994	0.0	4.73718
2016-03-01	0.0	2.52	0.0	0.0	2883.9600600000003	1305.59261	434.07966	0.0	1137.99662	6.29116	0.0	38153.736000000004	0.0	5.8217
2016-04-01	0.0	2.43	0.0	0.0	2412.85558	1247.4583300000002	425.76867999999996	0.0	733.29265	6.33592	0.0	36114.524	0.0	6.553999999999999
2016-05-01	0.0	2.6900000000000004	0.0	0.0	2880.94498	1341.72578	474.6138	0.0	1059.25656	5.34885	0.0	39061.797999999995	0.0	7.105119999999999
