Month	avg_cost_coal	avg_cost_ng	avg_cost_pc	avg_cost_pl	revenue_all	revenue_commerical	revenue_ind	revenue_other	revenue_residential	revenue_trans	consumption_coal	consumption_ng	consumption_pc	consumption_pl
2001-01-01					1893.2567800000002	720.72952	334.32024	50.20042	788.0066	0.0	76.55	90069.515	58.84	566.484
2001-02-01					1762.3030600000002	664.5187400000001	363.17658	51.92137	682.68637	0.0	76.11	78687.679	53.82	389.075
2001-03-01					2111.17634	857.33056	455.241	61.403130000000004	737.20165	0.0	33.78	82935.579	48.3	276.217
2001-04-01					1862.13954	801.77147	397.79353	61.24049	601.33405	0.0	84.67	80723.902	49.98	191.017
2001-05-01					1949.72255	775.68417	444.93977	65.97455	663.12406	0.0	77.56	83703.337	49.12	210.489
2001-06-01					2404.00318	1035.30103	469.40525999999994	90.46675	808.83014	0.0	86.12	84253.446	51.55	97.97200000000001
2001-07-01					2900.29901	1239.6140300000002	662.2175900000001	117.12545	881.34194	0.0	88.84	92713.317	57.77	70.721
2001-08-01					3120.03468	1377.22935	688.21789	120.16135	934.4261	0.0	94.05	100006.244	52.74	19.55
2001-09-01					2704.73577	1184.80963	592.08305	105.05658999999999	822.7865	0.0	73.45	83676.968	48.54	12.073
2001-10-01					2752.25922	1241.67465	583.8101	107.91263000000001	818.86184	0.0	65.88	75445.413	59.71	10.977
2001-11-01					2116.9057199999997	929.25682	409.5097	79.06838	699.07083	0.0	55.49	59350.407999999996	54.11	10.460999999999999
2001-12-01					2209.70314	887.84103	418.4103	72.14988000000001	831.30193	0.0	84.61	61761.267	55.39	8.939
2002-01-01					2249.41873	937.18329	324.99073	34.525290000000005	952.7194199999999	0.0	79.255	53569.052	51.15	15.725999999999999
2002-02-01					1986.0555100000001	866.87756	311.38298	34.08019	773.71478	0.0	83.117	46029.894	40.45	31.994
2002-03-01					2069.1561100000004	951.9236	356.05912	33.68673	727.4866599999999	0.0	86.98700000000001	62952.67	55.623000000000005	12.140999999999998
2002-04-01					2046.59426	957.5786800000001	345.41424	34.131170000000004	709.47017	0.0	74.979	44073.768	44.515	31.467
2002-05-01					2254.4322899999997	1100.53905	395.2995	35.830729999999996	722.76301	0.0	66.158	44767.96599999999	50.518	14.302999999999999
2002-06-01					2490.30552	1257.08345	424.54197999999997	38.75282	769.92727	0.0	85.904	64112.377	60.909	9.425
2002-07-01					3075.21646	1530.65789	510.47949000000006	39.63531	994.4437800000001	0.0	82.99700000000001	88478.11	66.187	16.189
2002-08-01					2949.21135	1455.9089800000002	486.26246	41.122690000000006	965.91721	0.0	89.695	80440.587	67.668	14.612
2002-09-01					2581.62523	1286.67607	441.74474000000004	41.904270000000004	811.30016	0.0	80.23	75297.618	63.402	26.070999999999998
2002-10-01					2656.4801	1369.10489	448.2105	40.32698	798.83773	0.0	91.77600000000001	57203.89599999999	57.215	20.124000000000002
2002-11-01					2050.95951	982.53751	333.10423	37.631040000000006	697.68673	0.0	62.684	52005.890999999996	54.658	51.486000000000004
2002-12-01					2270.58793	1013.48904	374.29204	48.56877	834.23808	0.0	86.509	57695.276	58.097	30.052
2003-01-01					2301.66145	1001.8098	334.61478	0.0	961.6274800000001	3.6093900000000003	82.624	52962.69	58.948	13.042
2003-02-01					2016.56982	933.3136900000001	351.48767999999995	0.0	727.9749099999999	3.79355	77.027	51480.011	51.513999999999996	9.859
2003-03-01					1954.8946	905.3753	350.02337	0.0	695.7788099999999	3.7171199999999995	77.181	52363.935	61.548	9.62
2003-04-01					2110.35462	1016.3316199999999	370.04211000000004	0.0	720.40978	3.5711	42.583999999999996	43189.544	42.45399999999999	17.665
2003-05-01					2218.85904	1089.98885	394.07105	0.0	730.9363900000001	3.8627599999999997	60.461999999999996	40836.79	59.27	20.903000000000002
2003-06-01					2616.01006	1326.1005699999998	428.21704000000005	0.0	857.3331199999999	4.35933	73.972	48698.108	65.093	39.608000000000004
2003-07-01					3228.5731	1585.0148800000002	535.48195	0.0	1103.57113	4.50514	79.015	87492.16900000001	76.268	29.0
2003-08-01					2987.51657	1411.30458	475.10947000000004	0.0	1096.53944	4.56308	79.233	81851.383	69.292	39.216
2003-09-01					2389.95385	1156.86535	393.62003	0.0	835.6470400000001	3.8214300000000003	81.889	74231.75200000001	66.27	36.327
2003-10-01					2356.61162	1189.21885	421.04204000000004	0.0	742.69943	3.6513	78.676	68665.841	62.733000000000004	24.36
2003-11-01					2117.43097	1013.4629699999999	366.19611000000003	0.0	734.10741	3.66448	77.255	51326.54	52.977	19.74
2003-12-01					2349.2062899999996	1043.26154	367.23438	0.0	934.93306	3.7773199999999996	79.699	52244.471	59.803999999999995	12.535
2004-01-01					2237.38373	981.94206	307.93228	0.0	942.87637	4.63302	89.266	52770.418139999994	54.68727	14.981160000000001
2004-02-01					2039.6585899999998	931.8000800000001	328.91476	0.0	774.65359	4.29015	88.52799999999999	53788.79565	45.73725	19.6121
2004-03-01					2171.62985	1028.78458	333.37278	0.0	804.91845	4.55405	85.976	60294.521179999996	57.71527	56.214
2004-04-01					2010.1516600000002	979.4721099999999	351.83082	0.0	674.82921	4.0195300000000005	27.555999999999997	56992.28362	38.58798	58.85519
2004-05-01					2055.29895	1002.48064	345.36093999999997	0.0	703.4686	3.9887599999999996	66.378	56397.637910000005	48.911229999999996	28.565579999999997
2004-06-01					2624.1992	1345.07373	426.43005	0.0	848.27769	4.417730000000001	76.514	56402.3506	68.92197	8.0946
2004-07-01					2792.3879	1420.29104	453.27154	0.0	913.4992699999999	5.32604	88.384	84330.17657000001	67.89777	11.74589
2004-08-01					2980.73482	1452.37899	463.35767000000004	0.0	1058.9888	6.00937	81.15	81551.34279	71.74129	11.43972
2004-09-01					2802.4733100000003	1388.52827	421.15943	0.0	987.33755	5.44806	71.283	77111.85826000001	64.68316	24.21116
2004-10-01					2401.73248	1236.04234	406.21235	0.0	754.5131700000001	4.96462	82.55799999999999	65163.11274	56.42561	15.60684
2004-11-01					2170.845	1048.92283	352.03549	0.0	764.95434	4.93234	62.43899999999999	63337.60542000001	59.0786	17.32901
2004-12-01					2311.76652	1030.26233	336.1689	0.0	940.1509599999999	5.18433	104.38600000000001	62377.07202000001	60.44558000000001	19.91692
2005-01-01					2221.25012	954.2139800000001	330.61014	0.0	931.8032599999999	4.62274	64.988	52728.94133	64.90278	51.725809999999996
2005-02-01					2051.32879	946.6936900000001	312.65195	0.0	787.7431799999999	4.23998	69.29899999999999	45266.09349	59.87425	16.96882
2005-03-01					2162.4769100000003	997.1951	360.16042000000004	0.0	800.8913200000001	4.2300699999999996	74.206	47896.94495	68.61238	29.10385
2005-04-01					2035.8330899999999	962.92439	352.62841000000003	0.0	716.2585799999999	4.021719999999999	61.81100000000001	44238.58208	55.94473000000001	20.156010000000002
2005-05-01					2171.76425	1041.24675	375.32375	0.0	751.30303	3.8907199999999995	68.12899999999999	46817.56708	60.22071	61.878240000000005
2005-06-01					2734.0253399999997	1369.71605	438.78015999999997	0.0	921.1061699999999	4.42296	76.705	48796.76647	67.94346	20.93756
2005-07-01					2992.2973899999997	1461.99288	496.08797000000004	0.0	1029.34695	4.8695900000000005	79.40899999999999	86223.71598	65.67926	28.947340000000004
2005-08-01					3352.5545899999997	1534.93029	492.6587	0.0	1319.3286	5.6370000000000005	76.132	86927.03486	69.7985	26.59522
2005-09-01					2885.69647	1454.11152	461.51725	0.0	964.57923	5.4884699999999995	71.372	61078.61581	70.30738000000001	22.29309
2005-10-01					2358.63092	1179.32682	431.47657999999996	0.0	743.14772	4.6798	74.032	54455.08686	65.5488	11.94914
2005-11-01					2216.86281	1042.46111	375.35522000000003	0.0	794.4533299999999	4.59315	73.561	55973.38929	58.72681	14.73766
2005-12-01					2384.3803399999997	1062.24243	369.79445	0.0	947.59765	4.74581	82.889	58766.551589999995	65.04697	28.414379999999998
2006-01-01					2354.8289600000003	981.8816400000001	367.20257000000004	0.0	1001.84192	3.9028300000000002	83.54899999999999	49457.09781	65.6602	11.77032
2006-02-01					2227.6311100000003	984.74646	379.39519	0.0	859.7967	3.69276	73.046	46922.44812	54.39131	22.31183
2006-03-01					2497.12385	1101.99226	386.05197999999996	0.0	1005.23189	3.8477300000000003	59.488	53098.96997	61.81763	10.07737
2006-04-01					2192.42866	989.3594800000001	356.95435	0.0	842.47755	3.6372800000000005	69.60300000000001	44123.38798	59.94995	27.433040000000002
2006-05-01					2534.13849	1200.68555	414.6902	0.0	915.1901300000001	3.57261	50.354	54018.92224	48.34997	37.70325
2006-06-01					3230.51097	1579.46755	501.96065999999996	0.0	1145.11837	3.9643800000000002	80.49600000000001	66829.1947	60.31519	19.06129
2006-07-01					3825.05494	1714.5007	519.7975	0.0	1584.9663	5.79044	81.36399999999999	107131.36377000001	70.99472	33.74499
2006-08-01					3840.9874600000003	1780.56763	546.92844	0.0	1507.74414	5.747240000000001	83.29899999999999	82272.81129	66.06104	15.23811
2006-09-01					3278.95999	1587.68861	493.46808	0.0	1192.28863	5.51466	79.903	74886.21127999999	60.8263	25.7915
2006-10-01					2659.13087	1369.37124	446.43825	0.0	837.97678	5.3446	73.128	66357.20312	52.99162	47.58325
2006-11-01					2483.8087	1173.3496699999998	399.41269	0.0	905.98474	5.0616	85.51799999999999	60771.08901	52.05995	46.40773
2006-12-01					2587.23101	1172.47719	332.71609	0.0	1076.92187	5.11586	79.093	64967.414260000005	58.211169999999996	25.04736
2007-01-01					2748.9373600000004	1117.94357	366.59893	0.0	1258.1494599999999	6.2454	86.389	58108.169	61.982	30.517
2007-02-01					2296.74013	986.079	342.89184	0.0	961.92076	5.84853	79.316	52340.724	50.923	14.055
2007-03-01					2415.58907	1116.49107	351.34095	0.0	941.68581	6.07125	68.717	49607.869000000006	51.567	14.49
