,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x
HARDMAN JOHNSTON GLOBAL ADVISORS LLC,,,,,,,,,,,,,,0.009188176065861977,,0.0329006977433654,,0.005678830575441981,0.014266510427058614,,0.018991928307961828,,0.0033512852424091564,0.007053240372352413,,0.01834672294085214,,0.009634884591478791,,,,,,,,,,,,,,0.11479223470793683,,0.12389379500910311,,0.07821468495050073,0.09107080025699504,,0.07378741357742268,,0.057101767300530945,0.11866276388443227,,0.07749657043755233,,0.07158368117241785,,,,,,,,,,,,,,0.11035395966867947,,0.09562366390116166,,0.07532896361050113,0.08111116211789231,,0.06652669616452868,,0.055726065028503365,0.11548328242144297,,0.0672000190198011,,0.06729955421015696,,,,,,,,,,,,,,,3089476000.0,,215255000.0,,1337380000.0,13170983000.0,,905241000.0,,13393480000.0,4442295000.0,,238109000.0,,4625424000.0
HARRIS ASSOCIATES L P,,,,,,0.01321243536217028,,,0.012884495890529838,,,,0.0724389554382674,0.059562631170018095,,0.03228928751811161,,0.039601970194286386,0.005566062702391222,,0.060340120762273866,,0.011001496860341055,0.0052574430705019755,,0.09646084553969553,,0.006357129339810008,,,,,,0.1493455238912329,,,0.14495402268649163,,,,0.27468801231357937,0.17651334325391593,,0.13430208647834785,,0.11721651922076771,0.0772707502302347,,0.16872277902978924,,0.06484751256872451,0.11002292262228203,,0.23803131009015158,,0.0799454044337391,,,,,,0.14500158059559726,,,0.1361117482119799,,,,0.22810434633803364,0.12156121557968243,,0.11022213127987895,,0.08312360933993859,0.07441121963445782,,0.1276433516406315,,0.05657248867587508,0.10763465754958744,,0.15223318054198015,,0.07502775668018077,,,,,,,3754000.0,,,1432673000.0,,,,1319251000.0,23479702000.0,,49809000.0,,44006665000.0,399536452000.0,,319516000.0,,413522868000.0,100588236000.0,,640028000.0,,259788085000.0
HARTFORD INVESTMENT MANAGEMENT CO,,,,0.013351413820515558,,0.014839809802509657,,,0.011074901856367678,,0.015218384641690641,,0.00869952281170701,0.005209217948957867,,0.014526542870475372,,0.014745945185250277,0.11319553610557125,,0.016333178923056763,,0.09908443364136454,0.00805763584713594,,0.013884213176963379,,0.004482099891626663,,,,0.11505227143900226,,0.1564289559384885,,,0.09814744772901776,,0.09162060110156475,,0.07597847925603572,0.07773306808849882,,0.06666417302832513,,0.06411222072318885,0.24424357379025116,,0.08023277371776599,,0.21092233960943785,0.06113270426292269,,0.12869991009526668,,0.06277445356141151,,,,0.10849438721531635,,0.14924718520125205,,,0.09240553450692174,,0.082059282844887,,0.06992875670522795,0.07496795922624584,,0.05757749623427483,,0.060146247859715445,0.13483582456589102,,0.07544128605416037,,0.1175380968602447,0.05729268598302,,0.11929364552660456,,0.06050390080386685,,,,,63479000.0,,3104000.0,,732000.0,128916000.0,,155019000.0,,171232000.0,515646000.0,,538277000.0,,480722000.0,19987712000.0,,302167000.0,,42405090000.0,5595222000.0,,3734000.0,,32531078000.0
HARVEST FUND ADVISORS LLC,,,,,,,,,0.006076294585451063,,0.043537671692426234,,0.05475059033946385,0.0852180531516067,,,,0.03333569200934203,0.008775637201079009,,,,0.01210948742776436,,,,,,,,,,,,,,0.14512115183236748,,0.14344400247955819,,0.2021974153376694,0.283589500419132,,,,0.16789625241351486,0.12851873740991301,,,,0.11823248116545917,,,,,,,,,,,,,,0.14252132795768044,,0.1277569477570867,,0.15873529731727065,0.23207875151339408,,,,0.14025250735280326,0.12381876236208436,,,,0.11653502624296351,,,,,,,,,,,,,,,21734749408.0,,45460832.0,,10361833691.0,10531024841.0,,,,28784007777.0,26493951086.0,,399004.0,,51874343593.0,,,,,
HAVERFORD TRUST CO,,,,,,,,,,,0.0070238350372738645,,0.00274560799516313,0.009962779883615484,,0.008565430205445222,,0.00839817152801379,0.0016940156771304605,,0.04745085266562837,,0.01258089078036177,0.004632335600564587,,,,0.002888920194439132,,,,,,,,,,,0.09264399766872583,,0.2015287192278773,0.0661905435196644,,0.07984104821445888,,0.09471549534819955,0.058764144260816095,,0.10255406565558235,,0.05802209760122584,0.061360166007749434,,,,0.05044219593160885,,,,,,,,,,,0.09133346230459131,,0.20063039976578656,0.06251910248760245,,0.07269342375386714,,0.08924784076305131,0.058349448586351015,,0.06122872755554511,,0.04704171089000231,0.0608163346177738,,,,0.04933581775779134,,,,,,,,,,,,64372000.0,,4587000.0,89646000.0,,8715000.0,,39726000.0,31206932000.0,,250911000.0,,17948079000.0,9041815000.0,,,,29365681000.0
HBK INVESTMENTS L P,14.952872720649797,0.05361594724639931,0.12656789368525517,0.04036581280052727,,0.033654805974780024,,0.1009800048415684,0.11988921734201767,,0.2136157578368355,,2.963437367745728,2.73503191589515,,0.3257284570704611,,1.6872443279297076,8.466271336566939,,0.03793394114796744,,6.841274166792216,6.378489581031323,,,,2.699264463569193,29.986393138763464,0.24038505651434958,0.39368875928262465,1.339533347099244,,0.18150870032813832,,0.343261962926492,0.29715570609173886,,0.4795096082552487,,5.943957932657087,5.447658798537822,,0.9921394332937856,,3.3642113460760545,16.951079933639377,,0.14967324695578055,,13.704210691900276,12.76414836080167,,,,5.391469270906336,15.081390681507422,0.21394068286446716,0.27615142345393756,1.3395819155148214,,0.16027523810442165,,0.25087804031228417,0.18984493354914578,,0.2689169975509257,,2.98103345273126,2.7130521535052488,,0.6706386833881544,,1.6778602028123721,8.484891801556028,,0.12613861473048926,,6.863050342711889,6.385791123676467,,,,2.7403366516051126,131363000.0,112746000.0,,226819000.0,56788000.0,,57052000.0,,103435000.0,4128792000.0,,1782260000.0,,3721583000.0,25092958000.0,,326397000.0,,9851655000.0,149187471000.0,,94248000.0,,66205482000.0,12696729000.0,,,,10773354000.0
HEALTHCOR MANAGEMENT LP,,,,0.07322656643269727,,0.10687686772853497,,,0.24059005735684805,,0.14974197362468494,,0.16180937370094972,0.047033560392644336,,,,0.05334383759799236,0.04701066649058601,,,,0.06136138095773564,,,,,0.04875019988761017,,,,0.2836119335148145,,0.538923594714015,,,0.5863844891402894,,0.5536974810579589,,0.348754196812766,0.1586167276835201,,,,0.3149242887029935,0.15441821997123936,,,,0.2052046216118433,,,,,0.1757349709553479,,,,0.24638157023840238,,0.43806977317926415,,,0.3500339788146121,,0.49040085359448804,,0.2003766210126795,0.12038803372310213,,,,0.28874518786108183,0.11916898742679796,,,,0.1498080308772833,,,,,0.14833304666853742,,,,,234022000.0,,108725000.0,,,1918860000.0,,266183000.0,,43302000.0,11590911000.0,,,,199592000.0,14194282000.0,,,,7225617000.0,,,,,1744220000.0
HEARTLAND ADVISORS INC,,0.0715826970418168,,0.016069997045001373,,0.012917301098544148,,0.03729880299288547,0.012121265403832336,,0.010355079011289573,,0.01576234733723459,0.012216458151908862,,0.01691802340359743,,0.009583059515933792,0.013199355052742941,,0.06391275348487299,,0.012454341788840594,,,,,0.019665538290758237,,0.2349726976756277,,0.11603896478669136,,0.12353143561801852,,0.14529991589253882,0.10136742645946344,,0.07347148873348171,,0.09580998788941472,0.09515167261067059,,0.126294377858454,,0.09196330519337771,0.0747213877917419,,0.22372330057447984,,0.06942146846653362,,,,,0.1233886811142997,,0.19410069134720306,,0.10844069333483841,,0.11703058782070508,,0.11981601972208503,0.0933131188122311,,0.0689874530890124,,0.08413355074665645,0.08695010122978047,,0.11813390028239835,,0.083331774351692,0.06631106866019279,,0.17761428821289824,,0.062037471467517195,,,,,0.10824816501401865,,86170000.0,,,764098000.0,,481825000.0,,527475000.0,6618862000.0,,3798173000.0,,10870454000.0,13166337000.0,,650413000.0,,12565752000.0,4319115000.0,,331669000.0,,4544110000.0,,,,,3755376000.0
HEITMAN REAL ESTATE SECURITIES LLC,,,,0.025049023126224545,,,,0.15736315304674373,0.16214881706015113,,,,0.19067449502937722,0.04662840530301968,,,,0.05026722746297643,0.02173238578548663,,,,0.014472334472202395,,,,,,,,,0.06712280726304926,,,,0.36748166968436524,0.6301777508434352,,,,0.4558214901366057,0.14267665401228882,,,,0.12955859717852253,0.09284781947968064,,,,0.07826442407297192,,,,,,,,,0.051832308765557514,,,,0.2263915866163215,0.46977175510328206,,,,0.26984299515706495,0.10124374110295194,,,,0.08426216624559482,0.07807646985007027,,,,0.06812848585188545,,,,,,,,,,32598000.0,,,,670530000.0,81449000.0,,,,1442042000.0,7442024000.0,,,,4729606000.0,16055325000.0,,,,7279311000.0,,,,,
HENNESSY ADVISORS INC,,,,,,0.014474626365038904,,0.01864834985299157,0.004447223853102316,,,,0.010784230364925249,0.030551405872110936,,0.00647480817149901,,0.013047211723093846,0.0030282161081813712,,0.0048225138377760435,,0.00404421462744877,0.03142447746649785,,,,0.08356169619923037,,,,,,0.2093178169855945,,0.16009343990356242,0.16316136501174858,,,,0.07177212098255192,0.1019624833610578,,0.16758412254398447,,0.06981804597033558,0.06609060601948731,,0.06586258645022951,,0.059346061424700156,0.11239238140206285,,,,0.1987798606766932,,,,,,0.20538450924618268,,0.1474397041471748,0.1604001186225207,,,,0.06446462984058073,0.08626834174973229,,0.1665540933319293,,0.059521470125730336,0.06471399734632839,,0.06300633777514723,,0.05633508992808109,0.09054397143533535,,,,0.12042330284602133,,,,,2837000.0,,17889000.0,,67411000.0,144421000.0,,,,3079419000.0,326444000.0,,130574000.0,,20580497000.0,714902000.0,,489696000.0,,31899639000.0,930299000.0,,,,3336246000.0
HERMES INVESTMENT MANAGEMENT LTD,,,,,,,,,0.03347957632229119,,,,0.008199069315163092,0.006918982383821011,,0.0001118662840035671,,0.021102369921002093,0.005367511004726029,,0.021293019417172484,,0.007916469431162426,0.004672049621803825,,0.005416006037222301,,0.007189157842290081,,,,,,,,,0.12328236486447239,,,,0.091368385580919,0.04901943913214001,,0.05491069063332694,,0.09394639585743504,0.04279525330714096,,0.06380751682587597,,0.04418508436010907,0.07863203384797515,,0.07661897836909934,,0.06114750821590371,,,,,,,,,0.10314769322033675,,,,0.08719784348501326,0.04499557358877271,,0.05489504205439122,,0.08100819781564453,0.038830150625934,,0.046990794252253644,,0.040725060033552904,0.07553455244794247,,0.07335833547507381,,0.057470397846206604,,,,,,,,,,531366000.0,,,,450493000.0,25989095000.0,,31364000.0,,2209240000.0,35050884000.0,,735984000.0,,9833484000.0,20535058000.0,,41067000.0,,2473339000.0
HERNDON CAPITAL MANAGEMENT LLC,,,,,,,,,0.06319913611323685,,0.021958082086974657,,,0.02909843055011185,,0.08517790536502146,,0.02140283348671518,0.029118356097367654,,0.14257626174306384,,0.010512245424150607,0.08397656150762554,,0.09940607907034633,,0.028656210252486398,,,,,,,,,0.22979243932798185,,0.08885818139876583,,,0.14526672480067387,,0.17897017601242785,,0.0982762400480018,0.09923299472521702,,0.37397012803162477,,0.06097621007918352,0.20841661099329514,,0.23393388510047985,,0.10404939734089534,,,,,,,,,0.18285592593517846,,0.0765184743696387,,,0.12265127433910426,,0.0944842345572809,,0.08213119427537041,0.07523660036859663,,0.23690912459378358,,0.0536102993296455,0.13536559183975788,,0.1439470524481692,,0.08334511529626634,,,,,,,2000.0,,,74000.0,,30831438.0,,4000.0,79266977.0,,458581726.0,,3013224623.0,10191453432.0,,743495940.0,,57585959216.0,422104809.0,,118857585.0,,4858657261.0
HERSHEY TRUST CO,,,,,,,,,,,0.02569759878902221,,,,,0.09093986202491477,,,,,0.0,,0.0008355238232648384,,,,,,,,,,,,,,,,0.2897834109061787,,,,,0.2822761211566807,,,,,0.25860739942437266,,0.0863361916785916,,,,,,,,,,,,,,,,0.28157501390419915,,,,,0.22216196096130175,,,,,0.25860739942437266,,0.08622966889068993,,,,,,,,,,,,,,,,,66570000.0,,,,,17879000.0,,,,,6000.0,,158394237000.0,,,,,
HEXAVEST INC,,,,,,,,0.14512005947779083,0.032518180241665064,,0.06913538563223869,,0.04244771036288023,0.42712184924776386,,0.05135966028124988,,0.036717630580159796,0.06242625957759556,,0.0734431211227638,,0.11786025474506942,0.05639487806367577,,0.10933580963864542,,0.03893975782709363,,,,,,,,0.3781126773697145,0.16714526075207262,,0.18165107466464947,,0.13071847518732077,0.8611281057095094,,0.12418168285880374,,0.11385467553349332,0.13965095715649567,,0.16033646741909227,,0.24460728733057466,0.12618173809080022,,0.23426796071755293,,0.09311176268067847,,,,,,,,0.24429499527450801,0.14534097420244302,,0.12663743667805757,,0.09554161890416574,0.438602792264442,,0.08311549812422696,,0.08321572212227447,0.08319787992255777,,0.09127038461101333,,0.13003725950606193,0.07770902403958763,,0.13174907332632954,,0.06086128503094035,,,,,,,,,1384113000.0,220493000.0,,67646000.0,,543136000.0,1489354000.0,,1160928000.0,,3440823000.0,39976030000.0,,526227000.0,,44167434000.0,17727657000.0,,74141000.0,,35384721000.0
HHR ASSET MANAGEMENT LLC,,,,,,,,,,,,,0.005302442411717174,0.010182411177276572,,,,0.02465580353288933,0.011350620582962798,,,,0.010861870198344671,,,,,0.017746601775555836,,,,,,,,,,,,,0.25501181093259495,0.12253048231104895,,,,0.1050243441954535,0.14481785939076336,,,,0.08667984640260777,,,,,0.11685070813985643,,,,,,,,,,,,,0.25137022494527694,0.1180076932034565,,,,0.08715344776371586,0.13858140557879378,,,,0.07815624159417046,,,,,0.10121154525708478,,,,,,,,,,,,,,43893000.0,7976492000.0,,,,7787889000.0,5449165000.0,,,,16443438000.0,,,,,6027485000.0
HIGHBRIDGE CAPITAL MANAGEMENT LLC,0.057462312676255296,0.060056082066631225,0.07788765546157823,2.638545682145001,,0.28640950202330057,,132.80839957964346,12.249682368377867,,5.229951248021767,,12.293224827373997,3.131477321383144,,5.101525495980017,,10.737630434893626,3.2267040870739696,,3.8888157115575357,,7.206584768415108,13.48306707863623,,,,3.349021116822677,0.15254631436823474,0.25080766226381795,0.20680797182163277,5.275095610838963,,0.6020584676494871,,265.64144360090404,24.552606326440017,,10.484618438485922,,24.60078397897758,6.269688919962319,,10.255787187547444,,21.479261517861328,6.483920609798999,,7.833897714692904,,14.421245210382091,26.965496475287186,,,,6.728428691373904,0.11505424419553052,0.22669840278176326,0.1471539494450641,2.6413831722827017,,0.3267394569029683,,132.83306061320238,12.30300177950135,,5.254999448476669,,12.307677890721969,3.13836004710581,,5.155150327878821,,10.741666605909739,3.2574240475560265,,3.9456925463037136,,7.214700451014668,13.482537553836641,,,,3.379682696807096,79440000.0,173754000.0,,26141000.0,714007000.0,,490808000.0,,1697659000.0,11643195000.0,,5502052000.0,,12129157000.0,13774641000.0,,2084700000.0,,12581811000.0,70745749000.0,,2574053000.0,,37495998000.0,13462669000.0,,,,6983371000.0
HIGHFIELDS CAPITAL MANAGEMENT LP,,,,,,0.04964623940066669,,0.029407004032514186,,,0.0,,0.01041492370826179,20.88048122012322,,4.204580125680424,,1.1967277873651254,0.12166642010802751,,0.01869948478416093,,0.31470563783349914,,,0.038402061168312754,,0.035677286343383234,,,,,,0.22713786333463942,,0.1190662703181732,,,0.09610391058234884,,0.10593288258962827,41.88795251955595,,8.467110185792519,,2.3994214253934008,0.30607824988448756,,0.09285651382692277,,0.6387485061216552,,,0.15670847810749236,,0.15715855761553102,,,,,,0.20830632701282645,,0.1048367424884153,,,0.09610391058234884,,0.10311245548262345,21.008352722478858,,4.262957615653778,,1.204379694400913,0.2022896305987378,,0.08242750658676576,,0.3261506722523651,,,0.1321070931619117,,0.13673271619107297,,,,,,,714555000.0,,486911000.0,,,91191000.0,,1976796000.0,2178108000.0,,6758288000.0,,27665444000.0,6502240000.0,,46046876000.0,,130866466000.0,,,8625363000.0,,5470301000.0
HIGHLAND CAPITAL MANAGEMENT LP,0.017904050067131378,0.00800729696042821,,,,0.1211167279314195,,0.07363685628110653,5.712565838200307,,1.0232634524581683,,0.1905948899311736,1.0119737730627416,,1.849826786538162,,0.8398880172207575,0.6676846351867023,,0.027082376911831036,,0.16629998327545573,2.2968158634311617,,,,0.21855477181589958,0.13862488208560844,0.08285316319400164,,,,0.5396656370035733,,0.19471797575465907,11.456267793720881,,2.0465618359417626,,0.3859597046512662,2.0233886983271274,,3.7092017821983125,,1.6676388573885286,1.3485545794240161,,0.1284121565208572,,0.36549797015533536,4.611054360327669,,,,0.4580622957654002,0.12888247114861948,0.08044787822214575,,,,0.42736029122851443,,0.1307964617180393,5.744138822872564,,1.024529967089988,,0.2107077066229642,1.0138040958615582,,1.8600253777676208,,0.8292113498325565,0.6819992969121257,,0.10966670204428372,,0.205607024966798,2.314938953115588,,,,0.25173300541299026,5901000.0,3621000.0,,,,,48312000.0,,76072000.0,6121112000.0,,2227339000.0,,6445557000.0,8031924000.0,,4291381000.0,,3904386000.0,3920579000.0,,1522926000.0,,11934833000.0,2645025000.0,,,,1345134000.0
HIGHLINE CAPITAL MANAGEMENT LP,,,,,,,,,0.04338279734663625,,0.040406658732959365,,0.0630469520492417,0.01580497644303215,,0.06031664372805383,,0.14985015330995882,0.02066591726650205,,,,0.018776644619593327,,,,,,,,,,,,,,0.16792698564297853,,0.16328416051647596,,0.3182595021652213,0.11010101340602639,,0.18178799827059233,,0.37033921753304294,0.09475157126656583,,,,0.0963226926070521,,,,,,,,,,,,,,0.13099407191560464,,0.1298640540015567,,0.2907342878775909,0.10161662029203414,,0.1329905831477495,,0.23141346178250294,0.08317012715450979,,,,0.08269031566060876,,,,,,,,,,,,,,,6522200000.0,,4082707000.0,,783784000.0,7584133000.0,,989135000.0,,12165864000.0,6063597000.0,,574000.0,,10503537000.0,,,,,
HIGHSTAR CAPITAL LP,,,,,,,,,,,,,,,,,,,,,0.044508072759197194,,0.013742590537927373,,,,,,,,,,,,,,,,,,,,,,,,,,0.1957405461543194,,0.0956272367572856,,,,,,,,,,,,,,,,,,,,,,,,,,0.1623310194966008,,0.08270854945074049,,,,,,,,,,,,,,,,,,,,,,,,,,,27037534000.0,,63186000.0,,,,,
HIGHTOWER ADVISORS LLC,0.005730881662360643,0.05492370140406048,,1.3418847134096623,,0.027895628719875158,,0.09836779621325997,1.7479663856714553,,0.27146880844374993,,0.2169590828991936,0.22448205112154757,,0.10067834722454917,,0.17252436611330216,0.7474120851639087,,1.4970258359718323,,0.4440608119818017,42.25419599235502,,6.322238818043015,,1.2349765286582168,0.4183877632684022,0.23591664648851954,,2.861670889044593,,0.19619454761737215,,0.3820342712764347,3.4846139430050456,,0.6797189143210314,,0.44693731147563015,0.4555643261764567,,0.230720576940396,,0.3532917071977867,1.5083008058543628,,3.0255188999060754,,0.9049384227515925,88.58583540158313,,12.755652757209702,,2.530266731303175,0.41801676194609044,0.19528153160642447,,1.571275414881331,,0.1896521155520301,,0.3321066622938484,1.7373542539207358,,0.472602719275299,,0.23415863056279615,0.23322913504959555,,0.1440343888354725,,0.18485729857850322,0.7614943522228342,,1.5358142816922407,,0.46243045536853217,46.33180278644489,,6.433501912848125,,1.2976720776201518,581000.0,19150000.0,,,184449000.0,,30585000.0,,186914000.0,4469664000.0,,1865358000.0,,2627722000.0,5697001000.0,,568192000.0,,6045201000.0,57017340000.0,,9158836000.0,,42168381000.0,106758638000.0,,16123112000.0,,27258044000.0
HILLHOUSE CAPITAL MANAGEMENT LTD,,,,,,0.07155350435681374,,,,,0.0079961221788056,,0.04430319864534647,,,0.001503972390866341,,0.05190983752472592,0.008094229516990853,,0.02060130688870946,,0.0389926137532928,0.07918874540336489,,,,0.008467500284006224,,,,,,0.3180242560415176,,,,,0.13436102120892218,,0.21326182688318893,,,0.24970583421211112,,0.23457483356801245,0.2674355440391091,,0.2125431406591629,,0.20545602187768983,0.2581595499336416,,,,0.31138185650939326,,,,,,0.27329954951459917,,,,,0.13260504884346586,,0.1880681718878159,,,0.24980247346780046,,0.20845433348096695,0.26601505005574705,,0.20756563000273948,,0.18827391757408402,0.20433093838987051,,,,0.3110084559586115,,,,,,,825208000.0,,,,,135152000.0,,2532491000.0,,,9673769000.0,,275963000.0,1276927000.0,,380582000.0,,7744380000.0,4459206000.0,,,,3397515000.0
